ticket_id,ticket_type,subject,description,customer_age,channel,sentiment,urgency_score,impact_score,priority
8079,Critical account issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work. Please help me resolve this issue.,31,Chat,negative,3,4,Critical
6104,Account problem,Account access issue,The device is not working and I need immediate assistance.,69,Chat,negative,2,2,High
5955,Shipping issue,Urgent product problem,I cannot access my account and this is affecting my work.,44,Chat,negative,3,2,High
8045,Critical technical issue,Urgent payment issue,There appears to be a serious payment problem affecting multiple transactions.,70,Chat,negative,3,3,Critical
4409,Shipping issue,Urgent product problem,I cannot access my account and this is affecting my work.,63,Email,negative,3,2,High
833,General question,Need some information,Could you explain the available options?,25,Phone,positive,1,0,Low
3080,Refund request,Refund question,My delivery has a problem and I need assistance.,61,Phone,negative,1,2,Medium
3463,Billing inquiry,Billing problem,I requested a refund and would like an update.,35,Phone,neutral,1,1,Medium
5298,Shipping issue,Urgent product problem,The device is not working and I need immediate assistance.,59,Email,negative,3,2,High
7521,Critical technical issue,Security concern,The service has completely stopped working and is blocking critical operations.,46,Phone,negative,3,3,Critical
55,Information request,Need some information,I have a general question and would like some clarification.,46,Social media,positive,1,0,Low
6231,Technical issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible.,23,Phone,negative,2,3,High
4065,Refund request,Shipping question,I requested a refund and would like an update.,45,Phone,negative,1,1,Medium
3452,Billing inquiry,Billing problem,I am having a problem with my product and need assistance.,36,Chat,neutral,1,1,Medium
6306,Critical account issue,Critical account problem,I have a serious security concern and need immediate assistance.,64,Email,negative,3,4,Critical
1902,Product inquiry,Need some information,Can you provide some details about this product?,69,Chat,positive,0,1,Low
1482,General question,Question about product,I would like more information about the product.,37,Email,positive,0,0,Low
4874,Shipping issue,Payment problem,I was charged incorrectly and need the issue resolved quickly.,47,Phone,negative,3,3,High
4896,Technical issue,Payment problem,The device is not working and I need immediate assistance. Please help me resolve this issue.,36,Chat,negative,2,2,High
4151,Refund request,Refund question,I requested a refund and would like an update.,50,Social media,negative,2,1,Medium
3336,Billing inquiry,Shipping question,I am having a problem with my product and need assistance.,48,Social media,negative,2,1,Medium
6017,Technical issue,Delivery problem,My product has stopped working and I need a replacement as soon as possible. Please help me resolve this issue.,70,Chat,negative,3,3,High
4927,Billing issue,Delivery problem,I was charged incorrectly and need the issue resolved quickly.,24,Email,negative,2,3,High
947,Information request,Need some information,I would like more information about the product.,30,Social media,positive,1,1,Low
5798,Account problem,Payment problem,I was charged incorrectly and need the issue resolved quickly.,27,Email,negative,3,3,High
3294,Billing inquiry,Product issue,There is an issue with my recent order and I need help.,48,Phone,neutral,2,2,Medium
2162,Product issue,Product issue,My delivery has a problem and I need assistance.,52,Chat,negative,2,1,Medium
8257,Critical billing issue,Security concern,The service has completely stopped working and is blocking critical operations.,43,Phone,negative,3,3,Critical
5084,Shipping issue,Urgent product problem,I cannot access my account and this is affecting my work.,34,Email,negative,2,3,High
7603,Critical account issue,Urgent payment issue,This is an emergency. The system has completely failed and I cannot continue my work.,39,Email,negative,4,3,Critical
7266,Critical account issue,Urgent payment issue,I have a serious security concern and need immediate assistance.,34,Email,negative,3,4,Critical
3058,Refund request,Refund question,There is an issue with my recent order and I need help.,60,Email,neutral,2,2,Medium
5491,Account problem,Payment problem,The device is not working and I need immediate assistance.,29,Phone,negative,3,3,High
6734,Critical technical issue,Security concern,I have a serious security concern and need immediate assistance.,33,Phone,negative,3,3,Critical
769,Product inquiry,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,27,Chat,neutral,0,0,Low
8074,Critical billing issue,Security concern,This is an emergency. The system has completely failed and I cannot continue my work.,45,Email,negative,4,4,Critical
3496,Billing inquiry,Billing problem,I requested a refund and would like an update.,40,Social media,neutral,2,1,Medium
286,Product inquiry,Question about product,I have a general question and would like some clarification.,27,Email,neutral,0,1,Low
1501,Product inquiry,Need some information,I have a general question and would like some clarification. Please help me resolve this issue.,40,Chat,neutral,0,1,Low
4525,Technical issue,Urgent product problem,I cannot access my account and this is affecting my work.,25,Email,negative,3,3,High
7640,Critical billing issue,Critical system failure,This is an emergency. The system has completely failed and I cannot continue my work.,57,Social media,negative,4,4,Critical
2333,Billing inquiry,Shipping question,I am having a problem with my product and need assistance. Please help me resolve this issue.,58,Phone,negative,1,1,Medium
2718,Refund request,Billing problem,There is an issue with my recent order and I need help. Please help me resolve this issue.,51,Phone,negative,2,1,Medium
2080,Information request,Need some information,I would like more information about the product.,22,Social media,neutral,1,1,Low
3390,Shipping inquiry,Shipping question,I am having a problem with my product and need assistance.,38,Chat,negative,1,1,Medium
723,Product inquiry,Question about product,Could you explain the available options?,55,Phone,neutral,0,1,Low
952,General question,Product information,I would like more information about the product. Please help me resolve this issue.,41,Email,neutral,0,1,Low
7478,Critical billing issue,Critical account problem,There appears to be a serious payment problem affecting multiple transactions. Please help me resolve this issue.,33,Phone,negative,3,3,Critical
